"id";"label";"group"
"B5A492EF-9B7D-4D5A-9C77-C2E1592372F8";"agrarnye kul'ty / agrarian cults";"Features [F]"
"7AF54C9B-606C-4851-A259-081831140B65";"etnokul'turnoe razvitie / ethnocultural development";"Features [F]"
"485898B8-2E7D-47DD-BD7E-25567A9F4334";"promyshlennoe proizvodstvo / industrialization";"Features [F]"
"DF45EA8C-0D40-4AE8-B016-CB1F4CFC77F9";"dukhovnaja kul'tura / spiritual culture";"Features [F]"
"2899A75E-B9EB-4E32-B6A1-7BA809005F5D";"material'naja kul'tura / material culture";"Features [F]"
"E4442C06-8A0F-43BD-9DB3-79044B270F5E";"skotovodstvo / zhivotnovodstvo / animal husbandry";"Features [F]"
"135FB55E-14CD-4710-BA5F-A4D6B03F980E";"remeslo / craft / handicraft";"Features [F]"
"5703A2D9-D9B9-48EC-9F71-488CC2F41621";"political life";"Features [F]"
"4C61F4DF-55DC-4188-BC4C-4764519CE0E5";"organisation of labour";"Features [F]"
"D81E4213-4DA1-427C-A1D0-C18756B19440";"mining / dobycha solota";"Features [F]"
"108E91F0-3D92-420F-BD45-47C0929DDD0E";"endogamija / odnonacional'nye braki / endogamy";"Features [F]"
"1DDDF9C0-3C98-4580-A846-47E0979A3CF2";"intermarriages / mezhnacional'nye / mezhetnicheskie braki";"Features [F]"
"DCF50107-55D0-4449-8844-319F3C958B1B";"prazdniki / holidays / festivities";"Features [F]"
"F32A04B9-FD22-4F6E-BC88-E391F4276E3F";"verovanija / mify / beliefs / myths";"Features [F]"
"D67A5CF7-E5A7-43FC-8C65-98E4950B4C0C";"art / painting / zhivopis' / iskusstvo";"Features [F]"
"3D473802-452D-4197-9A4B-FBC0665DF435";"music";"Features [F]"
"4DCA663F-51D9-4C51-AC81-57DC9A800EC8";"mirovozzrenie / worldview";"Features [F]"
"9A544B4F-7F0F-49A6-97BC-124647186F31";"literature / poslovica / pogovorki";"Features [F]"
"C955D031-3CBB-4059-9628-48DFE876E94B";"use of specific tools or methods";"Features [F]"
"BA40EAB9-3FD0-48C3-94A5-D49F364AF783";"theater";"Features [F]"
"05C869F8-9CAC-4E32-A9CD-031DEFA868C8";"dance";"Features [F]"
"72D095D2-3862-40C2-9F70-60FF867C8C83";"religion (Islam)";"Features [F]"
"6CA81F2B-5CB4-4380-887A-5E441F0890DF";"religion / spirituality (pre-Muslim)";"Features [F]"
"FE7B5D57-46D4-4AAF-9D29-478076FAFDE9";"clothing";"Features [F]"
"553DF19F-4F57-4D76-915D-B2ED2D48780E";"life of factory workers (na kombinate)";"Features [F]"
"123690C7-72A0-45EC-8448-1BBD6A15E3A9";"life on kolkhozes / kolkhoznoe krest'janstvo";"Features [F]"
"49F5C75F-C375-4642-A50C-702545865217";"ethnogenesis / slozhenie naroda / etnicheskaja konsolidacija";"Features [F]"
"0E65695B-4EF8-46EC-94BB-00C9B4AAC32D";"external identification / designation";"Features [F]"
"AD019372-D1BF-4AA2-BA99-A3CE67D2E605";"identity / self-description / samonazvanie / samosoznanie";"Features [F]"
"26A28C41-9E41-4002-8314-98075C757236";"soznanije / consciousness";"Features [F]"
"ED9C6225-8E2E-46F7-8CC8-976FA8E4C349";"labour / seasonal labour / otkhodnichestvo";"Features [F]"
"2D49EF3B-6E5B-42C9-9A73-D6ED47B7D5BE";"navyki (incl.  trudovye navyki) / skills / habits";"Features [F]"
"4C991FAB-3C11-425A-A4AB-7F6CF9385B0A";"vospitanie detej / child-rearing";"Features [F]"
"08AD528A-A6DF-4A3C-9897-C4E0559BD723";"folk tales / legends / predanii";"Features [F]"
"771F3AAF-D89F-4E73-ADB9-3C3E2CD13CF5";"communication (incl.  media)";"Features [F]"
"24F1B6F9-9453-41B4-99BB-C611CC81FD5E";"technology";"Features [F]"
"F04A4771-7CDD-4E13-90C5-7C5EAF36CD50";"electrification";"Features [F]"
"C95DD054-6C8D-44A2-AA08-8859A813BC22";"education";"Features [F]"
"8FBBD9D7-131F-4CA4-B1D0-CF6B7A9B597D";"infrastructure";"Features [F]"
"2D635D38-479F-49A1-91EE-DE92721919E2";"obychai / customs";"Features [F]"
"1B0F4938-0AFC-4A17-949A-AB5AF0257F15";"obrjady / rites";"Features [F]"
"99587DD5-06F1-4373-B04A-371BF85C8300";"religioznye obrjady, simvoly / religious rites, symbols";"Features [F]"
"9F6BCD1C-7180-461C-ABEA-C916D6CE5195";"magicheskie obrjady / praktiki / magic rites / practices";"Features [F]"
"72E465B0-DC84-4335-856D-D319A7E73451";"kul'tura / kul'turnye tradicii / culture / cultural traditions";"Features [F]"
"D866D1B7-7CBE-4F81-9803-B575A92EED97";"paintings / rospisi / stennye rospisi / naskal'nye risunki";"Features [F]"
"07E57151-00B1-48D5-BDDF-4CC60087B750";"carvings / rez'by po derevu";"Features [F]"
"CD3D894A-CD49-480C-AEB0-CDF3EFAE9E26";"zemledelie / sel'skoe khosjajstvo / agriculture";"Features [F]"
"2347437F-BF4C-456E-B979-49E28385FCDB";"kolkhozes / sovkhozes / agricultural production";"Features [F]"
"EC942AF0-EE85-4CB0-B9B5-5BA2F4677686";"relikty / relics";"Features [F]"
"87DDE939-5F94-458A-A47D-5CBF682C2431";"byt / bytovyj uklad / every-day life practices";"Features [F]"
"9B77A340-9A98-4CD8-8BEF-2ADCD03E5982";"perezhitki / survivals";"Features [F]"
"C16975CB-0E74-4EC9-B0F3-75BEB7FF3E1C";"folklore (incl. pesni / poslovica / pogovorki)";"Features [F]"
"2E434088-E815-4131-8728-F68A889ED9A5";"language / terminology";"Features [F]"
"3084A43B-3835-47D3-AD33-466806E90620";"language / etymology / linguistics";"Features [F]"
"9E7663F5-24DC-4684-B9B9-449AE6891B1A";"language / spoken (incl. dialects)";"Features [F]"
"299F1FFE-150C-4D46-B4C7-98B356AE654E";"language / literaturnyj";"Features [F]"
"C47F1E9D-7EFB-428A-9B08-340518D64E53";"housing / architecture / zhilisshe";"Features [F]"
"B0658AE3-4642-4C97-97B3-A366AA708BB8";"interior design / ubranstvo";"Features [F]"
"B4E944AA-323F-489D-AD16-A1F21FEF0734";"religious architecture / Mosque / Mazar";"Features [F]"
"0E62C079-9748-43A0-9EA3-11A257719C8E";"gender relations / polozhenie zhensshiny";"Features [F]"
"BEF47331-2646-4F40-9274-0B207B123BD9";"generational social structure";"Features [F]"
"36E744F6-9E77-451C-B669-D2DF7B274D7F";"family structure / semejnye otnoshenija";"Features [F]"
"6C3A7016-38A3-4D63-AACD-0FD34FC165A6";"sledy pervobytnogo kommunizma / kul'tury";"Features [F]"
"90BB7CAA-AAB8-45E4-93B5-BDB9526C0149";"khozjajstvo / economy";"Features [F]"
"A87A1900-0A6F-4511-A395-5B347A1A7B16";"social relations / obsshestvenno-ekonomicheskie otnoshenija";"Features [F]"
"B5441A66-E119-46E1-BA39-ACF68FE54DFE";"mode of production / khozjajsvennyj uklad / economic system";"Features [F]"
"7DAED5D2-8160-4D46-B87C-FDEE3BB09ECE";"proizvodstvennye otnoshenija / relations of production";"Features [F]"
"0862ED78-5165-43C1-B1B8-07B2EEE67DB5";"stage of development";"Features [F]"
"73018E9B-619B-4EA2-8149-B0DC9008A87D";"textile production / handicraft / weaving";"Features [F]"
"A4BDA784-1991-4A4D-A900-64FC70F06614";"medicine / healthcare / health";"Features [F]"
"4DE9A65E-F28E-46C9-8D2C-A95E885204CB";"genes / genetic features";"physical features,  anthropometry,  anthroposcopy"
"3CDE0060-702C-4C9C-9337-E4A419ABA826";"anthroposcopic measures";"physical features,  anthropometry,  anthroposcopy"
"F15B5672-056B-4C3E-A261-F6F9DD15AAA5";"anthropometric measures";"physical features,  anthropometry,  anthroposcopy"
"BE87D92C-61D1-4EE1-9670-4FCA3DD27440";"craniological features";"physical features,  anthropometry,  anthroposcopy"
"03540B41-7A37-408F-BFED-3BDF4E6C95B9";"antropologicheskij tip / fizicheskij tip";"physical features,  anthropometry,  anthroposcopy"
"1291EF92-90E5-478E-ACA9-C090899E8561";"etnicheskie priznaki / ethnic or anthropological features";"physical features,  anthropometry,  anthroposcopy"
"F27518D2-2D93-4CD2-ACBF-634EE3390D4F";"antropologicheskij sostav / antropologicheskie komponenty";"physical features,  anthropometry,  anthroposcopy"
"D7BB7C20-4BD6-483C-8C55-717D7F17A934";"physical features (hair, skin, eye color, blood type)";"physical features,  anthropometry,  anthroposcopy"
