"source";"target";"startpos";"issue";"group";"tempi";"type_of_statement";"past_present_relation"
"ravninnye tadzhiki";"slijanie / sblizhenie / fusion / convergence";"108190";"1977_5";"groups in plainland regions";"past: early Soviet";"Factual Statement by Author";NA
"ravninnye tadzhiki";"slijanie / sblizhenie / fusion / convergence";"108190";"1977_5";"groups in plainland regions";"present";"Factual Statement by Author";NA
"tadzhiki-vilojati / chagatai Varzoba / Varzob plainland Tajiks";"slijanie / sblizhenie / fusion / convergence";"109024";"1969_5";"groups in plainland regions";"past: early Soviet";NA;NA
"kulobi Varzoba";"slijanie / sblizhenie / fusion / convergence";"109024";"1969_5";"tadzhikskoe naselenie bassejna r. Varzob";"past: early Soviet";NA;NA
"pripamirskie narodnosti / narody / pripamircy";"development of national in form, socialist in content culture";"110541";"1965_6";"Pamir groups";"present";"Factual Statement by Author";NA
"tadzhiki";"Sovietization";"110610";"1955_3";"Groups";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"modernization / socialist progress";"110610";"1955_3";"Groups";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"development of national in form, socialist in content culture";"110610";"1955_3";"Groups";"present";"Factual Statement by Author";"Rupture"
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"change in pre-socialist socio-economic formations";"110998";"1971_4";"Historical locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"Turkestan / Turkestanskij kraj / general-gubernatorstvo";"pre-Soviet modernization during Russian colonial rule";"110998";"1971_4";"Historical locations";"past: pre-Soviet";"Citation Research, Secondary Literature, doklad, soobsshenie";NA
"tadzhiki";"Sovietization";"111364";"1955_3";"Groups";NA;"Factual Statement by Author";NA
"ravninnye tadzhiki";"slijanie / sblizhenie / fusion / convergence";"114745";"1976_2";"groups in plainland regions";"present";"Factual Statement by Author";NA
"ravninnye oblasti Tadzh. / plainland regions of Tajikistan";"slijanie / sblizhenie / fusion / convergence";"115389";"1955_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"slijanie / sblizhenie / fusion / convergence";"115389";"1955_3";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture"
"verkhovja Jagnoba / Yaghnob";"estestvennaja assimilacija / natural assimilation";"116085";"1989_5";"Zeravshan";"present";"Factual Statement by Author";NA
"pamircy";"estestvennaja assimilacija / natural assimilation";"116426";"1989_5";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"estestvennaja assimilacija / natural assimilation";"116426";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity"
"vandzhcy / vandzhi / vanchcy";"estestvennaja assimilacija / natural assimilation";"116676";"1989_5";"Pamir groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"tadzhiki";"estestvennaja assimilacija / natural assimilation";"116676";"1989_5";"Groups";"past: pre-Russian Empire / pre-Russian colonialism";"Factual Statement by Author";NA
"tadzhiki";"battle against perezhitki / survivals";"118451";"1963_5";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki Nuratinskogo khrebta";"control over nature / making land arable / osvoenie zemel'";"12129";"1964_1";"gornye tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"123978";"1989_5";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"pripamirskie narodnosti / narody / pripamircy";"estestvennaja assimilacija / natural assimilation";"123978";"1989_5";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"123978";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"estestvennaja assimilacija / natural assimilation";"123978";"1989_5";"Groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"pre-Soviet modernization during Russian colonial rule";"127931";"1961_2";"Groups";NA;NA;NA
"tadzhiki";"battle against perezhitki / survivals";"128546";"1982_5";"Groups";"present";"Factual Statement by Author";NA
"Leninabadskij rajon / oblast' / kraj";"modernization / socialist progress";"130301";"1990_2";"Northern Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"131393";"1971_4";"Groups";"present";"Factual Statement by Author";"Continuity"
"Golodnaja i Dal'verzinskaja step'";"modernization / socialist progress";"131404";"1990_2";"Ferghana / Ferganskaja dolina";NA;"Factual Statement by Author";NA
"Golodnaja i Dal'verzinskaja step'";"control over nature / making land arable / osvoenie zemel'";"131404";"1990_2";"Ferghana / Ferganskaja dolina";NA;"Factual Statement by Author";NA
"tadzhiki-matchincy";"modernization / socialist progress";"131404";"1990_2";"gornye tadzhiki";NA;"Factual Statement by Author";NA
"tadzhiki-matchincy";"control over nature / making land arable / osvoenie zemel'";"131404";"1990_2";"gornye tadzhiki";NA;"Factual Statement by Author";NA
"tadzhiki Jagnoba / Tajiks of Yaghnob";"modernization / socialist progress";"131404";"1990_2";"gornye tadzhiki";NA;"Factual Statement by Author";NA
"tadzhiki Jagnoba / Tajiks of Yaghnob";"control over nature / making land arable / osvoenie zemel'";"131404";"1990_2";"gornye tadzhiki";NA;"Factual Statement by Author";NA
"tadzhiki-gorozhani";"failed raskreposshenie zhensshin / failed liberation of women";"132418";"1986_2";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"slijanie / sblizhenie / fusion / convergence";"132451";"1990_2";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"gal'cha";"slijanie / sblizhenie / fusion / convergence";"132451";"1990_2";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"tadzhiki-gorozhani";"lost battle against religion";"132618";"1986_2";"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"present";"Factual Statement by Author";NA
"naselenie Leninabadskoj oblasti";"estestvennaja assimilacija / natural assimilation";"132732";"1990_2";"Groups";NA;NA;NA
"Leninabadskij rajon / oblast' / kraj";"forced assimilation / tjurkizacija";"133733";"1990_2";"Northern Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"Garm / Garmskaja oblast'";"modernization / socialist progress";"141340";"1972_1";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"past: early Soviet";"Factual Statement by Author";NA
"gornye rajony Kuljabskoj oblasti";"modernization / socialist progress";"141340";"1972_1";"Kuljabskaja oblast' / Kuljab";"past: early Soviet";"Factual Statement by Author";NA
"jazgulemcy";"criticism of the unjust treatment of national / ethnic groups";"141823";"1989_5";"Pamir groups";NA;"Factual Statement by Author";NA
"roshorvcy";"criticism of the unjust treatment of national / ethnic groups";"141823";"1989_5";"Pamir groups";NA;"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"criticism of the unjust treatment of national / ethnic groups";"141823";"1989_5";"groups in mountainous regions";NA;"Factual Statement by Author";NA
"bartangcy";"criticism of the unjust treatment of national / ethnic groups";"141823";"1989_5";"Pamir groups";NA;"Factual Statement by Author";NA
"pamircy";"forced assimilation / otadzhikovanie";"15264";"1988_6";"Pamir groups";"present";"Factual Statement by Author";NA
"tadzhiki";"forced assimilation / otadzhikovanie";"15264";"1988_6";"Groups";"present";"Factual Statement by Author";NA
"Southern Tajikistan";"slijanie / sblizhenie / fusion / convergence";"159700";"1969_3";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;"Continuity"
"Southern Tajikistan";"change in pre-socialist socio-economic formations";"159700";"1969_3";"Tajikistan / TadzhSSR";"past: pre-Soviet";NA;"Continuity"
"Tajikistan / TadzhSSR";"vyravnivanie korenykh nacional'nostej sojuznykh respublik";"168358";"1985_2";"Locations";"present";"Citation other sources of knowledge: f.e. statistics";"Continuity"
"Tajikistan / TadzhSSR";"vyravnivanie korenykh nacional'nostej sojuznykh respublik";"168358";"1985_2";"Locations";"past: early Soviet";"Citation other sources of knowledge: f.e. statistics";"Continuity"
"Tajikistan / TadzhSSR";"modernization / socialist progress";"168358";"1985_2";"Locations";"present";"Citation other sources of knowledge: f.e. statistics";"Continuity"
"Tajikistan / TadzhSSR";"modernization / socialist progress";"168358";"1985_2";"Locations";"past: early Soviet";"Citation other sources of knowledge: f.e. statistics";"Continuity"
"verkhovya Matchi";"modernization / socialist progress";"171363";"1982_5";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"verkhovya Matchi";"Sovietization";"171363";"1982_5";"gornyj severnyj Tadzh./ mountainous regions Northern Tajikistan";"present";"Factual Statement by Author";"Rupture"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"modernization / socialist progress";"171363";"1982_5";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture"
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"Sovietization";"171363";"1982_5";"Tajikistan / TadzhSSR";"present";"Factual Statement by Author";"Rupture"
"pamirskie zhensshiny / Pamiri women";"modernization / socialist progress";"171956";"1982_5";"Pamir groups";"present";"Factual Statement by Author";NA
"pamirskie zhensshiny / Pamiri women";"Sovietization";"171956";"1982_5";"Pamir groups";"present";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"raskreposshenie zhensshin / liberation of women";"175264";"1985_2";"tadzhiki";"present";"Citation other sources of knowledge: f.e. statistics";NA
"Tajik women / tadzhichki";"modernization / socialist progress";"175264";"1985_2";"tadzhiki";"present";"Citation other sources of knowledge: f.e. statistics";NA
"Tajik women / tadzhichki";"vyravnivanie korenykh nacional'nostej sojuznykh respublik";"175801";"1985_2";"tadzhiki";"present";"Citation other sources of knowledge: f.e. statistics";NA
"tadzhiki";"failed modernization";"176214";"1985_2";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"failed raskreposshenie zhensshin / failed liberation of women";"176214";"1985_2";"Groups";"present";"Factual Statement by Author";NA
"ravninnye tadzhiki Fergany / plainlands Tajiks of Ferghana";"pre-Soviet sblizhenie during Russian colonial rule";"178865";"1980_1";"ravninnye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"tadzhiki severo-zapadnykh otrogakh Turkestanskogo khrebta";"pre-Soviet sblizhenie during Russian colonial rule";"178979";"1980_1";"gornye tadzhiki";"past: pre-Soviet";"Factual Statement by Author";NA
"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"vyravnivanie korenykh nacional'nostej sojuznykh respublik";"18871";"1985_1";"Groups";"present";"Factual Statement by Author";NA
"sel'skoe naselenie Tadzh. / rural population of Tajikistan";"failed modernization";"18871";"1985_1";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"18876";"1964_4";"Groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"dobrovol'naja assimilacija / voluntary assimilation";"18876";"1964_4";"Groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"Sovietization";"18876";"1964_4";"Groups";"present";"Factual Statement by Author";"Continuity"
"tadzhiki";"development of national in form, socialist in content culture";"18876";"1964_4";"Groups";"present";"Factual Statement by Author";"Continuity"
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"18876";"1964_4";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"pripamirskie narodnosti / narody / pripamircy";"dobrovol'naja assimilacija / voluntary assimilation";"18876";"1964_4";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"pripamirskie narodnosti / narody / pripamircy";"Sovietization";"18876";"1964_4";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"pripamirskie narodnosti / narody / pripamircy";"development of national in form, socialist in content culture";"18876";"1964_4";"Pamir groups";"present";"Factual Statement by Author";"Continuity"
"jagnobcy / Yaghnobis";"slijanie / sblizhenie / fusion / convergence";"18876";"1964_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"jagnobcy / Yaghnobis";"dobrovol'naja assimilacija / voluntary assimilation";"18876";"1964_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"jagnobcy / Yaghnobis";"Sovietization";"18876";"1964_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"jagnobcy / Yaghnobis";"development of national in form, socialist in content culture";"18876";"1964_4";"groups in mountainous regions";"present";"Factual Statement by Author";"Continuity"
"malochislennye etnograficheskie gruppy";"slijanie / sblizhenie / fusion / convergence";"193227";"1966_4";"Groups";"present";"Literature Review";NA
"malochislennye etnograficheskie gruppy";"development of national in form, socialist in content culture";"193227";"1966_4";"Groups";"present";"Literature Review";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"193227";"1966_4";"Groups";"present";"Literature Review";NA
"tadzhiki";"development of national in form, socialist in content culture";"193227";"1966_4";"Groups";"present";"Literature Review";NA
"Tajik women / tadzhichki";"raskreposshenie zhensshin / liberation of women";"20325";"1962_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"raskreposshenie zhensshin / liberation of women";"20325";"1962_6";"tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"modernization / socialist progress";"20325";"1962_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"modernization / socialist progress";"20325";"1962_6";"tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"Sovietization";"20325";"1962_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"Sovietization";"20325";"1962_6";"tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"battle against religion";"20325";"1962_6";"tadzhiki";"past: early Soviet";"Factual Statement by Author";NA
"Tajik women / tadzhichki";"battle against religion";"20325";"1962_6";"tadzhiki";"past: Stalinist era / 1930s-40s";"Factual Statement by Author";NA
"Leninabadskij rajon / oblast' / kraj";"control over nature / making land arable / osvoenie zemel'";"207461";"1955_4";"Northern Tajikistan";"present";NA;NA
"tadzhikskij khlopkovodcheskij kolkhoz v Chkalovske";"control over nature / making land arable / osvoenie zemel'";"207461";"1955_4";"Leninabadskij rajon / oblast' / kraj";"present";NA;NA
"Tajikistan / TadzhSSR";"modernization / socialist progress";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA
"Tajikistan / TadzhSSR";"socialist internationalism / druzhba narodov";"20901";"1972_4";"Locations";"past: early Soviet";"Factual Statement by Author";NA
"tadzhiki";"battle against perezhitki / survivals";"230822";"1959_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"modernization / socialist progress";"230822";"1959_4";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"development of national in form, socialist in content culture";"230822";"1959_4";"Groups";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"modernization / socialist progress";"236833";"1989_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"battle against perezhitki / survivals";"236833";"1989_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"gornye tadzhiki";"development of national in form, socialist in content culture";"236833";"1989_4";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"ravninnye tadzhiki";"modernization / socialist progress";"236833";"1989_4";"groups in plainland regions";"present";"Factual Statement by Author";NA
"ravninnye tadzhiki";"battle against perezhitki / survivals";"236833";"1989_4";"groups in plainland regions";"present";"Factual Statement by Author";NA
"ravninnye tadzhiki";"development of national in form, socialist in content culture";"236833";"1989_4";"groups in plainland regions";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"modernization / socialist progress";"238816";"1989_4";"Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"battle against perezhitki / survivals";"238816";"1989_4";"Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"development of national in form, socialist in content culture";"238816";"1989_4";"Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"239639";"1967_5";"Groups";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"239639";"1967_5";"Pamir groups";"present";"Factual Statement by Author";NA
"tadzhiki v Uzbekistane / Tajiks in Uzbekistan";"battle against religion";"246909";"1989_4";"Tajiks outside Tajikistan";NA;NA;NA
"tadzhiki";"pre-Soviet modernization during Russian colonial rule";"25403";"1960_2";"Groups";"past: pre-Soviet";NA;NA
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"27793";"1960_1";"Groups";"present";NA;NA
"Tajikistan / TadzhSSR";"modernization / socialist progress";"277942";"1964-5";"Locations";"past: early Soviet";"Literature Review";NA
"Vakhan";"pre-Soviet modernization during Russian colonial rule";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity"
"Goron";"pre-Soviet modernization during Russian colonial rule";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity"
"Ishkashim / Ishkashimskij rajon";"pre-Soviet modernization during Russian colonial rule";"284450";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past: pre-Soviet";NA;"Continuity"
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"modernization / socialist progress";"285473";"1970_4";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"slijanie / sblizhenie / fusion / convergence";"285473";"1970_4";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"socialist internationalism / druzhba narodov";"285473";"1970_4";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"gorodskoe naselenie Tadzh. / urban population of Tajikistan";"battle against religion";"285473";"1970_4";"Groups";"past: early Soviet";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"modernization / socialist progress";"286246";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";"Rupture"
"tadzhiki";"slijanie / sblizhenie / fusion / convergence";"28726";"1964-6";"Groups";"present";"Factual Statement by Author";NA
"jagnobcy / Yaghnobis";"slijanie / sblizhenie / fusion / convergence";"28726";"1964-6";"groups in mountainous regions";"present";"Factual Statement by Author";NA
"pripamirskie narodnosti / narody / pripamircy";"slijanie / sblizhenie / fusion / convergence";"28726";"1964-6";"Pamir groups";"present";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"modernization / socialist progress";"288268";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Citation informant, local population, interviewee";"Rupture"
"Pamir";"modernization / socialist progress";"288268";"1971_1";"Locations";"present";"Citation informant, local population, interviewee";"Rupture"
"ravninnye mesta Ishkashima";"modernization / socialist progress";"293052";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"present";"Factual Statement by Author";NA
"tadzhiki";"Sovietization";"29354";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"tadzhiki";"development of national in form, socialist in content culture";"29354";"1962_6";"Groups";"present";"Factual Statement by Author";NA
"Ishkashim / Ishkashimskij rajon";"battle against perezhitki / survivals";"295094";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past";"Citation informant, local population, interviewee";"Rupture"
"Ishkashim / Ishkashimskij rajon";"battle against religion";"295094";"1971_1";"Gorno-Badakhshan / Sovetskij Badakhshan / GBAO";"past";"Citation informant, local population, interviewee";"Rupture"
"Karategin";"pre-Soviet modernization during Russian colonial rule";"298880";"1987_1";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"past: pre-Soviet";NA;NA
"Ferghana / Ferganskaja dolina";"pre-Soviet modernization during Russian colonial rule";"298880";"1987_1";"Northern Tajikistan";"past: pre-Soviet";NA;NA
"tadzhiki v Afganistane / Tajiks in Afghanistan";"slijanie / sblizhenie / fusion / convergence";"300212";"1967_4";"Tajiks outside Tajikistan";"present";"Factual Statement by Author";NA
"Karategin";"slijanie / sblizhenie / fusion / convergence";"301995";"1973_5";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"Darvaz";"slijanie / sblizhenie / fusion / convergence";"301995";"1973_5";"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"present";NA;"Rupture"
"gornyj juzhnyj Tadzh. / mountainous regions Southern Tajikistan";"slijanie / sblizhenie / fusion / convergence";"301995";"1973_5";"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"present";NA;"Rupture"
"gornye rajony Kuljabskoj oblasti";"slijanie / sblizhenie / fusion / convergence";"301995";"1973_5";"Kuljabskaja oblast' / Kuljab";"present";NA;"Rupture"
"tadzhiki";"Sovietization";"305985";"1975_4";"Groups";"present";"Factual Statement by Author";NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"modernization / socialist progress";"306215";"1969_6";"Zeravshan";"present";NA;NA
"verkhovja Zeravshana / Verkhnij Zeravshan / gornyj Zeravshan";"development of national in form, socialist in content culture";"306215";"1969_6";"Zeravshan";"present";NA;NA
"tadzhiki";"raskreposshenie zhensshin / liberation of women";"306977";"1975_4";"Groups";"past: pre-Soviet";"Factual Statement by Author";"Rupture"
"tadzhiki";"raskreposshenie zhensshin / liberation of women";"306977";"1975_4";"Groups";"past: early Soviet";"Factual Statement by Author";"Rupture"
"gorcy-tadzhiki / tadzhiki-gorcy";"pre-Soviet sblizhenie during Russian colonial rule";"311491";"1987_1";"gornye tadzhiki";"past: pre-Soviet";"Citation other sources of knowledge: f.e. statistics";NA
"ravninnye tadzhiki";"pre-Soviet sblizhenie during Russian colonial rule";"311491";"1987_1";"groups in plainland regions";"past: pre-Soviet";"Citation other sources of knowledge: f.e. statistics";NA
"gornye oblasti Tadzh. / mountainous regions of Tajikistan";"change in pre-socialist socio-economic formations";"311775";"1973_5";"Tajikistan / TadzhSSR";"past: pre-Soviet";"Factual Statement by Author";NA
"karategini Fergany / karategincy Fergany";"pre-Soviet sblizhenie during Russian colonial rule";"312696";"1987_1";"population of Ferghana";"past: pre-Soviet";"Factual Statement by Author";NA
